,business_id,city,full_address,latitude,longitude,name,review_count,stars,state,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Noise Level,Attire,Alcohol,Price_Range,Delivery,Outdoor_Seating,Drive-Thru,Good_for_Groups,Has_TV,Caters,Waiter_Service,Good_for_Kids,Accepts_Credit_Cards,Takes_Reservations,Wi_Fi,Happy_Hour,Good_for_Dancing,Smoking,BYOB,Corkage,Take_Out,Coat_Check,Parking_Street,Parking_Valet,Parking_Lot,Parking_Garage,Parking_Validated,Music_DJ,Music_Karaoke,Music_Video,Music_Live,Music_Jukebox,Music_Background_Music,Is_Restaurants,Sandwiches,Fast Food,Nightlife,Pizza,Bars,Mexican,Food,American (Traditional),Burgers,Chinese,Italian,American (New),Breakfast & Brunch,Thai,Indian,Sushi Bars,Korean,Mediterranean,Japanese,Seafood,Middle Eastern,Pakistani,Barbeque,Vietnamese,Asian Fusion,Diners,Greek,Vegetarian,Number_of_Checkins,Number_of_Tips,Number_of_Tip_Likes
39081,0zcHBms7sK9IYv4zn_qrqQ,Queen Creek,"20455 E Rittenhouse Rd Queen Creek, AZ 85242",33.2600640464228,-111.64226314292802,Chick-fil-A,38,4.0,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,18,0
39083,9rRSptl04yxZfHZQA8bvhA,Scottsdale,"3030 N 68th St Scottsdale, AZ 85251",33.482651399999995,-111.93495790000001,La Escondida,8,3.5,AZ,,,,,,,,,,,,,,,,casual,full_bar,2.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
39090,lVkDZZ8sTafPlq7f1i5row,Phoenix,"4025 E Chandler Blvd Ste 28 Phoenix, AZ 85048",33.303694589993704,-111.994904403636,Pomegranate Cafe,398,4.5,AZ,08:00,16:00,,,08:00,20:00,08:00,20:00,08:00,20:00,08:00,21:00,08:00,21:00,average,casual,beer_and_wine,2.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,125,1
39093,Y5IwyffEF0MhRZxMheJ0pA,Tempe,"640 S Mill Ave Ste 120 Tempe, AZ 85281",33.4241412,-111.9400737,Robbie Fox's Public House,132,3.5,AZ,,,,,,,,,,,,,,,average,casual,full_bar,2.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,free,1.0,1.0,outdoor,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,158,0
39095,xSaeulDx3iebtWmuRjcoyw,Glendale,"9404 W Westgate Blvd Ste C103 Glendale, AZ 85305",33.5343515,-112.2618192,Tully's Coffee,7,3.0,AZ,,,,,,,,,,,,,,,quiet,casual,none,1.0,0.0,1.0,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0
39099,0NhcabzEyeCIMsNCPOX-MQ,Tempe,"5128 S Rural Rd Tempe, AZ 85282",33.3792519,-111.92994240000002,Jimmy John's,42,3.0,AZ,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,00:00,10:00,22:00,very_loud,casual,none,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,13,0
39103,GaNphMfP8VeEU00b2Sonng,Scottsdale,"7538 E McDowell Rd Scottsdale, AZ 85257",33.4660026,-111.91779509999999,Church's Chicken,13,3.0,AZ,,,,,,,,,,,,,,,,casual,,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6,0
40700,tdlSjsWl9PYEUBhDXkIvXQ,Phoenix,"Renaissance Phoenix Downtown Hotel 50 E Adams St Phoenix, AZ 85004",33.450081,-112.07325,Marston's Cafe,10,4.0,AZ,,,,,,,,,,,,,,,quiet,casual,full_bar,2.0,0.0,0.0,,1.0,0.0,,1.0,1.0,1.0,1.0,free,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0
40703,Eeonj15SXvfR6kgvh8BOWw,Glendale,"5830 W Thunderbird Rd Ste B4 Glendale, AZ 85306",33.612363,-112.18426299999999,Lil Deemos Family Bistro,12,3.5,AZ,,,,,,,,,,,,,,,,casual,full_bar,2.0,1.0,0.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
40707,cdwHgELA2puX2DNfwSt5EA,Paradise Valley,"5550 E Lincoln Dr Paradise Valley, AZ 85253",33.5319917,-111.961716,El Chorro,251,4.0,AZ,09:00,22:00,16:00,22:00,16:00,22:00,16:00,22:00,16:00,22:00,16:00,22:00,16:00,22:00,average,dressy,full_bar,3.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,free,,,,,,1.0,,0.0,1.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,46,0
40710,wGDXKs4VPubM_4-I3BHj0w,Scottsdale,"5101 N Scottsdale Rd Scottsdale, AZ 85250",33.510913,-111.924902,Papi Chulo's Mexican Grill & Cantina,147,3.0,AZ,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,average,casual,full_bar,2.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,18,0
40724,xf0Q4dPdNfXZ-X_MKI0HFg,Phoenix,"4014 N 43rd Ave Phoenix, AZ 85031",33.493681300000006,-112.15171509999999,Federico's Mexican Food,3,3.0,AZ,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,,casual,none,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,,1.0,0.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
40725,IkukcWBvBl10_5VPbx-Liw,Chandler,"2820 S Alma School Rd Chandler, AZ 85286",33.262533399999995,-111.85942959999998,Thai Dressing Fine Thai Cuisine,68,4.0,AZ,,,16:30,21:00,16:30,21:00,16:30,21:00,16:30,21:00,16:30,21:00,16:00,21:00,quiet,casual,beer_and_wine,2.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,35,0
40731,zonV2F6YNVn2_sI5dK82eg,Tempe,"5118 S Rural Rd Tempe, AZ 85282",33.3797032,-111.92993229999999,Pita Shack,95,4.0,AZ,,,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,quiet,casual,none,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,218,37,0
40745,KO9CpaSPOoqm0iCWm5scmg,Scottsdale,"4020 N Scottsdale Rd Ste 102 Scottsdale, AZ 85251",33.494238,-111.926461,Sandwich Club,67,4.0,AZ,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,average,casual,none,1.0,0.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.0,free,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,17,0
40748,UUssRgBCO_riWg3chbv9Zg,Phoenix,"2827 E Bell Rd Phoenix, AZ 85032",33.640322600000005,-112.02104820000001,Satisfied Frog On Bell,69,4.0,AZ,11:00,21:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,23:00,11:00,23:00,average,casual,full_bar,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,186,45,0
40749,4IAzFJ159GEaIGX1-y6Bmw,Scottsdale,"9251 E Shea Blvd Scottsdale, AZ 85258",33.5819441,-111.881648,McDonald's,5,3.0,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0
40751,eRb0wjIVlj0bbfmePKZLng,Scottsdale,"7213 E 1st Ave Scottsdale, AZ 85251",33.493764,-111.925767,Jac's Pizzeria & Pub,12,3.0,AZ,11:00,22:00,11:00,00:00,11:00,00:00,11:00,00:00,11:00,00:00,11:00,01:00,11:00,01:00,,casual,full_bar,2.0,0.0,0.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
40757,BpMdiKy1Pf5VdBouzuui4A,Mesa,"1901 S Signal Butte Rd Ste 101 Mesa, AZ 85209",33.3813818,-111.59854879999999,1 Eastern Super Buffet,68,3.5,AZ,10:30,21:30,10:30,21:30,10:30,21:30,10:30,21:30,10:30,21:30,10:30,21:30,10:30,21:30,average,casual,beer_and_wine,2.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,14,0
40761,jZGPpPUNM2xe4N8qS4Tu3w,Phoenix,"2577 W Greenway Rd Phoenix, AZ 85023",33.6239939,-112.11472830000001,Lafitte's,28,3.0,AZ,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,quiet,casual,full_bar,2.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5,0
40763,x81TnVYj3TPf8SABV6_iFg,Peoria,"16041 N Arrowhead Fountain Center Dr Ste 100 Peoria, AZ 85382",33.630253700000004,-112.23830459999999,Beauregard Food,30,3.5,AZ,,,,,,,,,,,,,,,quiet,casual,full_bar,2.0,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0
40768,H9wnP4BIctmRxMq43NPgAA,Scottsdale,"10600 E Crescent Moon Dr Scottsdale, AZ 85262",33.7311759,-111.85295559999999,Talavera,76,4.0,AZ,17:30,21:30,,,17:30,21:30,17:30,21:30,17:30,21:30,17:30,21:30,17:30,21:30,quiet,dressy,full_bar,4.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,paid,,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,10,0
40770,GcStGLZRzfWqlGaxTrVX7Q,Phoenix,"4740 S 48th St Ste 107 Phoenix, AZ 85040",33.4045979,-111.9791726,Mr. Goodcents Subs & Pastas,18,3.5,AZ,,,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,08:00,18:00,,casual,none,1.0,1.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,6,0
40787,gXYTS7Yy5g4_4f2XHLZbbQ,Gilbert,"2135 E Baseline Rd Gilbert, AZ 85234",33.378935399999996,-111.7858819,Tia Rosa Taqueria,24,2.5,AZ,,,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,average,casual,full_bar,2.0,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,0
40788,OA0FMNWuCcDSQJXLJTYbbw,Phoenix,"3619 E Indian School Rd Phoenix, AZ 85018",33.4951559,-112.00339380000001,Terra Java,44,3.5,AZ,,,,,,,,,,,,,,,quiet,casual,none,1.0,0.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,17,0
40790,QzMaVGGR4Eo5otfgOAxzjw,Scottsdale,"4151 N Marshall Way Scottsdale, AZ 85251",33.49522,-111.93274299999999,Urban Seven Martini Kitchen,34,3.0,AZ,,,,,,,16:00,21:00,16:00,22:00,16:00,22:00,16:00,02:00,quiet,casual,full_bar,2.0,0.0,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,,yes,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0
40803,vTnuOWm41T1iKPNJ8PrtIg,Casa Grande,"104 E 4th St Casa Grande, AZ 85122",32.8787418,-111.7521254,Big House Cafe,126,4.5,AZ,06:00,14:00,06:00,14:00,06:00,14:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,average,casual,none,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,free,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,32,0
40818,DjxX8St0I4bFVdrP09CdTA,Mesa,"2706 E University Dr Mesa, AZ 85213",33.42370519999999,-111.7728895,Papaya Thai,64,3.0,AZ,12:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:30,11:00,21:30,quiet,casual,none,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,0
40819,v3_CQRKezq3JdX-xxWambA,Phoenix,"6710 W Indian School Rd Phoenix, AZ 85033",33.4948317,-112.20450120000001,Taqueria Don Pancho,14,4.0,AZ,08:00,00:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,00:00,08:00,00:00,quiet,casual,none,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0
40822,qSLdUiI2edATC3KBT2zf4Q,Scottsdale,"15681 N Hayden Rd Scottsdale, AZ 85260",33.627474799999995,-111.8952238,Narai Thai + Sushi,93,4.0,AZ,12:00,21:00,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,11:00,22:30,12:00,22:00,quiet,casual,full_bar,2.0,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,316,59,3
40833,soH8ekCER45AjfMaM6cJ2A,Chandler,"4850 S Gilbert Rd Ste 8 Chandler, AZ 85249",33.236419,-111.79000990000002,Los Favoritos Taco Shop,61,3.5,AZ,06:00,23:30,06:00,23:30,06:00,23:30,06:00,23:30,06:00,23:30,06:00,01:30,06:00,01:30,average,casual,none,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,14,0
40834,Tsff0UUVgrnawjI_xd2cKg,Tempe,"219 E Baseline St Ste H001 Tempe, AZ 85283",33.37797828683,-111.93661721167601,Caribbean Spice,160,3.5,AZ,,,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,10:00,22:30,10:00,22:30,quiet,casual,none,2.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,37,0
40835,-pJVjm0t4F6sNHo77HlQKA,Chandler,"5070 S Gilbert Rd Ste 400 Chandler, AZ 85249",33.233889899999994,-111.7894963,The Cove Grill,36,4.0,AZ,,,15:00,21:00,15:00,21:00,15:00,21:00,15:00,21:00,11:00,21:00,11:00,16:00,average,casual,full_bar,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,free,1.0,0.0,no,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12,0
40847,FUUXfZfN2NruelWQfQxIzQ,Tempe,"1639 E Apache Blvd Tempe, AZ 85281",33.4145753,-111.9109091,Long Wong's At the Firehouse,61,3.0,AZ,10:30,02:00,10:30,02:00,10:30,02:00,10:30,02:00,10:30,02:00,10:30,02:00,10:30,02:00,loud,casual,full_bar,1.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,outdoor,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,27,1
40848,GN_kXuNCaTORUnDnuFGsrQ,Mesa,"1011 S Gilbert Rd Mesa, AZ 85203",33.3956207,-111.7882158,CiCi's Pizza,39,2.5,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,14,2
40855,NdNdgzSo7M0-RSWDPWKihg,Mesa,"1066 N Power Rd Mesa, AZ 85205",33.4359141763479,-111.68486308216002,Barro's Pizza,10,4.0,AZ,12:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,23:00,11:00,23:00,average,casual,beer_and_wine,2.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0
40862,sesJW8QAuJdCaH0FMyOGhQ,Glendale,"5925 W Olive Ave Glendale, AZ 85302",33.5674685,-112.18724920000001,Rincon Peruano,5,4.0,AZ,,,,,,,,,,,,,,,,casual,,2.0,1.0,0.0,,1.0,,,1.0,0.0,1.0,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0
40865,90GJDqPDCOO6FBcnYXEQJg,Phoenix,"1515 N 15th Ave Phoenix, AZ 85007",33.465384,-112.090943,El Mana Restaurant,3,2.5,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40871,C194OflruxL6fK4Oi78NSw,Mesa,"5057 E Mckellips Rd Mesa, AZ 85205",33.451295,-111.72046599999999,Venezia's New York Style Pizzeria,97,4.5,AZ,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,23:00,10:30,23:00,average,casual,none,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,23,0
40875,5iNDEyLJswlErDGD4OT6NA,Scottsdale,"15688 N Pima Rd Ste C1 Scottsdale, AZ 85260",33.6281017,-111.89122309999999,Traffic Jam,27,4.0,AZ,08:00,15:00,06:30,16:00,06:30,16:00,06:30,16:00,06:30,16:00,06:30,16:00,07:00,15:00,quiet,casual,none,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,13,1
40878,7dnH0aZnfc2HxSbJkBcdZw,Chandler,"3111 W. Chandler Blvd. Ste FF-236 Chandler, AZ 85226",33.30549,-111.8952739,Paradise Bakery And Cafe,9,2.5,AZ,,,,,,,,,,,,,,,loud,casual,none,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0
40882,mnqwmqO33gCByOLqKUYxTA,Scottsdale,"20511 N Hayden Rd Ste 125 Scottsdale, AZ 85255",33.6717895,-111.90600069999999,BluBurger Grille,15,3.5,AZ,,,,,,,,,,,,,,,average,casual,full_bar,2.0,0.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0
40899,32X-4aALQG3Sc_o5hVrv7Q,Paradise Valley,"Intercontinental Montelucia Resort 4949 E Lincoln Dr Paradise Valley, AZ 85253",33.5288312,-111.9730855,ROQ,10,4.0,AZ,,,,,,,,,,,,,,,loud,,full_bar,3.0,,1.0,,1.0,,,1.0,0.0,1.0,1.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0
40904,jwWyx8gEIhUNzBzyDzWjmQ,Peoria,"40202 N 87th Ave Peoria, AZ 85383",33.8527934,-112.25611210000001,Waterfront Bar & Grill,23,2.5,AZ,08:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,23:00,08:00,00:00,loud,casual,full_bar,2.0,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0,no,1.0,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0
40909,tigIXsvKMb4xCiZP56oSPQ,Phoenix,"3308 N 27th Ave Phoenix, AZ 85017",33.487299,-112.118609,Taqueria Guadalajara,24,4.0,AZ,09:00,18:00,,,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,average,casual,none,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0
40911,Z-NqgB1w0VpkwYpuO64rnw,Glendale,"15224 N 59th Ave Glendale, AZ 85306",33.624888,-112.18617900000001,Abdeen International Market and Cafe LLC,4,5.0,AZ,,,,,,,,,,,,,,,,casual,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40912,r-a-Cn9hxdEnYTtVTB5bMQ,Phoenix,"3961 E Camelback Rd Phoenix, AZ 85018",33.5089872,-111.99574890000001,The Grind,382,3.5,AZ,09:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,23:00,11:00,23:00,average,casual,full_bar,2.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,free,1.0,0.0,no,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,105,1
